model,estimand_class,variable,status,coefficient_pp,se_pp,statistic,p_two_sided_approx,ci95_low_pp,ci95_high_pp,covariance,n,rank,fixed_effects,clusters,drop_reason
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_bullet_rating,estimated,0.11104776570160133,0.008233213767147557,13.487778751076258,1.845780633133685e-41,0.09491096324097277,0.1271845681622299,HC1,1233060,46,match_cell,,
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_blitz_rating,estimated,-0.015760429249154995,0.008795572897009149,-1.7918593176021744,0.07315550411806142,-0.032999435350689554,0.001478576852379565,HC1,1233060,46,match_cell,,
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_rapid_rating,estimated,0.08039928859332615,0.008483333189541057,9.477322981071747,2.6089006843695806e-21,0.06377226107297237,0.09702631611367993,HC1,1233060,46,match_cell,,
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_classical_rating,estimated,0.11796128872877662,0.007718951324685349,15.282035572828946,1.0074403953197555e-52,0.10283242213397559,0.13309015532357765,HC1,1233060,46,match_cell,,
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_correspondence_rating,estimated,0.2898626488282719,0.011939636129660003,24.277343604149358,3.4018908597013708e-130,0.2664613920256251,0.3132639056309187,HC1,1233060,46,match_cell,,
five_bin_chooser_min0_full_HC1,postcertification_secondary,days_since_seen_at_query__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,share_fair,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,share_clearly_worse,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,share_fair_costly,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,share_speed_other,dropped,,,,,,,HC1,1233060,46,match_cell,,zero_after_fixed_effect_absorption
five_bin_chooser_min0_full_HC1,postcertification_secondary,log1p_count_all,dropped,,,,,,,HC1,1233060,46,match_cell,,zero_after_fixed_effect_absorption
five_bin_chooser_min0_full_HC1,postcertification_secondary,log1p_count_rated,dropped,,,,,,,HC1,1233060,46,match_cell,,zero_after_fixed_effect_absorption
five_bin_chooser_min0_full_HC1,postcertification_secondary,count_all__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,zero_after_fixed_effect_absorption
five_bin_chooser_min0_full_HC1,postcertification_secondary,count_rated__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,zero_after_fixed_effect_absorption
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_bullet_games__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_blitz_games__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_rapid_games__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
five_bin_chooser_min0_full_HC1,postcertification_secondary,current_classical_games__missing,dropped,,,,,,,HC1,1233060,46,match_cell,,deterministically_collinear
